Plataforma;Título;Tipo de Conteúdo;Ano de Lançamento;Nº Temporadas/Filmes na Saga;Nº de Episódios;Género;Produtor/Artista;Classificação IMDb;Classificação Etária (PEGI);Duração (minutos)
HIDIVE;The Eminence in Shadow;TV;2022;2;12;ANIME;Daisuke Aizawa;7.8;12+;23
HIDIVE;Food Wars! Shokugeki no Soma;TV;2015;5;13;ANIME;NULL;NULL;16+;25
HIDIVE;I Parry Everything;TV;2024;1;12;ANIME;Nabeshiki;7.0;12+;23
HIDIVE;Clannad;TV;2007;2;25;ANIME;Yûichi Nakamura;8.2;12+;25
HIDIVE;Oshi No Ko;TV;2023;2;13;ANIME;Aka Akasaka;8.3;12+;26
HIDIVE;My Isekai Life: I Gained a Second Character Class and Became the Strongest Sage in the World!;TV;2022;1;12;ANIME;Shinkô Shotô;6.2;12+;23
HIDIVE;Dororo;TV;2019;1;24;ANIME;Osamu Tezuka;8.2;16+;24
HIDIVE;Vermeil in Gold;TV;2022;1;12;ANIME;Kota Amana;6.7;12+;23
HIDIVE;Gate;TV;2015;2;12;ANIME;Jun'ichi Suwabe;7.5;12+;24
HIDIVE;The Dangers in My Heart;TV;2023;2;13;ANIME;Shun Horie;8.0;12+;23
HIDIVE;Ragna Crimson;TV;2023;1;24;ANIME;Daiki Kobayashi;7.1;16+;24
HIDIVE;Ninja Scroll;Movie;1993;NULL;NULL;ANIME;Yoshiaki Kawajiri;7.8;16+;94
HIDIVE;Call of the Night;TV;2022;1;13;ANIME;Gen Satô;7.4;12+;23
HIDIVE;Wicked City;Movie;1987;NULL;NULL;ANIME;Yoshiaki Kawajiri;6.7;NULL;82
HIDIVE;Dream Eater Merry;TV;2011;1;13;ANIME;Ayane Sakura;6.2;16+;24
HIDIVE;Gushing Over Magical Girls;TV;2024;2;1;ANIME;Akihiro Ononaka;6.9;16+;23
HIDIVE;Blade of the Immortal;TV;2008;1;24;ANIME;Keith Silverstein;6.7;16+;24
HIDIVE;Battle of the Planets;TV;1978;1;85;ANIME;Alan Young;7.6;7+;23
HIDIVE;Aura;Movie;2018;NULL;NULL;ANIME;Steve Lawson;3.4;NULL;82
HIDIVE;100 Sleeping Princes & the Kingdom of Dreams;TV;2018;1;12;ANIME;NULL;NULL;12+;23
HIDIVE;Reincarnated as a Sword;TV;2022;2;1;ANIME;Yuu Tanaka;7.3;12+;24
HIDIVE;The Demon Sword Master of Excalibur Academy;TV;2023;1;12;ANIME;Shimizu Yuu;6.1;12+;23
HIDIVE;Kino's Journey;TV;2003;1;13;ANIME;Ai Maeda;8.3;12+;24
HIDIVE;Akame ga Kill!;TV;2014;1;24;ANIME;Takahiro;7.8;16+;23
HIDIVE;The Executioner and Her Way of Life;TV;2022;1;12;ANIME;Iori Saeki;7.5;12+;23
HIDIVE;2.5 Dimensional Seduction;TV;2024;1;24;ANIME;Yuu Hashimoto;6.6;12+;24
HIDIVE;Ahiru no Sora;TV;2019;1;50;ANIME;Takeshi Hinata;7.2;12+;23
HIDIVE;Bloom Into You;TV;2018;1;13;ANIME;Nio Nakatani;7.8;12+;23
HIDIVE;Made in Abyss: Dawn of the Deep Soul;Movie;2020;NULL;NULL;ANIME;Masayuki Kojima;8.0;16+;105
HIDIVE;Flying Witch;TV;2016;1;12;ANIME;Minami Shinoda;7.2;12+;23
HIDIVE;Farming Life in Another World;TV;2023;1;12;ANIME;Kinosuke Naitô;7.2;12+;24
HIDIVE;Cardfight!! Vanguard;TV;2011;11;14;ANIME;Akira Itô;5.7;12+;24
HIDIVE;"The Tunnel to Summer; the Exit of Goodbyes";Movie;2022;NULL;NULL;ANIME;Tomohisa Taguchi;7.0;NULL;85
HIDIVE;Shirobako;TV;2014;1;24;ANIME;Juri Kimura;7.9;12+;24
HIDIVE;Chiikawa;TV;2022;1;260;ANIME;Haruka Aoki;NULL;3+;2
HIDIVE;Amagi Brilliant Park;TV;2014;1;14;ANIME;Shôji Gatô;7.0;12+;24
HIDIVE;SCHOOL-LIVE!;TV;2015;1;12;ANIME;Inori Minase;7.1;12+;24
HIDIVE;I've Somehow Gotten Stronger When I Improved My Farm-Related Skills.;TV;2022;1;12;ANIME;Shobonnu;5.7;12+;24
HIDIVE;Fate/stay night [Unlimited Blade Works];TV;2014;2;2;ANIME;Noriaki Sugiyama;8.0;12+;24
HIDIVE;Chivalry of a Failed Knight;TV;2015;1;12;ANIME;Misora Riku;7.2;16+;24
HIDIVE;Babylon;TV;2019;1;12;ANIME;Yûichi Nakamura;6.4;16+;23
HIDIVE;The Garden of Words;Movie;2013;NULL;NULL;ANIME;Makoto Shinkai;7.4;NULL;46
HIDIVE;Management of a Novice Alchemist;TV;2022;1;13;ANIME;Mizuho Itsuki;NULL;12+;23
HIDIVE;Chaika - The Coffin Princess;TV;2014;2;11;ANIME;Kira Vincent-Davis;6.9;12+;23
HIDIVE;Demon City Shinjuku;Movie;1988;NULL;NULL;ANIME;Yoshiaki Kawajiri;6.4;NULL;80
HIDIVE;No Game No Life: Zero;Movie;2017;NULL;NULL;ANIME;Atsuko Ishizuka;7.3;16+;106
HIDIVE;Azumanga Daioh;TV;2002;1;26;ANIME;Tomoko Kaneda;8.2;12+;24
HIDIVE;Appleseed;Movie;2004;NULL;NULL;ANIME;Shinji Aramaki;6.9;16+;101
HIDIVE;After the Rain;TV;2018;1;2;ANIME;Sayumi Watabe;7.4;NULL;23
HIDIVE;Fate/stay night: Unlimited Blade Works;Movie;2010;NULL;NULL;ANIME;Yûji Yamaguchi;6.7;NULL;107
HIDIVE;Himouto! Umaru-chan;TV;2015;2;12;ANIME;Sara Ornelas;7.1;12+;24
HIDIVE;Grimms Notes: The Animation;TV;2019;1;12;ANIME;Takuya Eguchi;5.1;NULL;24
HIDIVE;Laidbackers;Movie;2019;NULL;NULL;ANIME;Kiyomitsu Satô;6.7;NULL;58
HIDIVE;Beautiful Bones: Sakurako’s Investigation;TV;2015;1;12;ANIME;Shiori Ohta;6.8;16+;23
HIDIVE;DIVE!!;TV;2017;1;12;ANIME;Yûki Kaji;5.5;NULL;22
HIDIVE;Rifle Is Beautiful;TV;2019;1;12;ANIME;NULL;NULL;NULL;24
HIDIVE;ASSASSINS PRIDE;TV;2019;1;12;ANIME;Kei Amagi;5.7;12+;24
HIDIVE;Blade and Soul;TV;2014;1;13;ANIME;NULL;NULL;16+;24
HIDIVE;GetBackers;TV;2002;2;24;ANIME;NULL;NULL;12+;25
HIDIVE;Beyond the Boundary;TV;2013;2;3;ANIME;Kenichiro Ohashi;7.2;12+;21
HIDIVE;Domestic Girlfriend;TV;2019;1;12;ANIME;Maaya Uchida;6.8;16+;23
HIDIVE;Horizon in the Middle of Nowhere;TV;2011;2;13;ANIME;Minoru Kawakami;5.7;12+;24
HIDIVE;Hakkenden: Eight Dogs of the East;TV;2013;2;13;ANIME;Greg Ayres;7.0;12+;24
HIDIVE;Gatchaman Crowds;TV;2013;2;12;ANIME;Maaya Uchida;6.7;12+;22
HIDIVE;Fate/kaleid liner Prisma Illya;TV;2013;4;12;ANIME;Hiroshi Hiroyama;6.0;12+;23
HIDIVE;Hozuki's Coolheadedness;TV;2014;3;13;ANIME;Hiroki Yasumoto;7.1;12+;24
HIDIVE;Gugure! Kokkuri-san;TV;2014;1;12;ANIME;Ryô Hirohashi;7.2;12+;24
HIDIVE;GODANNAR!!;TV;2003;2;13;ANIME;Takayuki Kondô;6.8;16+;25
HIDIVE;Chihayafuru;TV;2011;3;24;ANIME;Asami Seto;8.1;12+;23
HIDIVE;A Little Snow Fairy Sugar;TV;2001;1;24;ANIME;NULL;NULL;3+;24
HIDIVE;Endo and Kobayashi Live! The Latest on Tsundere Villainess Lieselotte;TV;2023;1;12;ANIME;NULL;NULL;12+;24
HIDIVE;The Dreaming Boy is a Realist;TV;2023;1;12;ANIME;Okemaru;6.6;12+;23
HIDIVE;Bibliophile Princess;TV;2022;1;12;ANIME;Yui;NULL;12+;23
HIDIVE;Gakuen Basara: Samurai High School;TV;2018;1;12;ANIME;Shin'ya Takahashi;NULL;12+;25
HIDIVE;D4DJ First Mix;TV;2020;2;12;ANIME;Yuka Nishio;7.3;12+;24
HIDIVE;The Most Heretical Last Boss Queen: From Villainess to Savior;TV;2023;1;12;ANIME;Tenichi;6.4;NULL;23
HIDIVE;Amagami SS;TV;2010;2;19;ANIME;Noboru Kimura;6.8;12+;24
HIDIVE;The Story of How I Attended a Mixer with No Women;TV;2022;1;12;ANIME;NULL;NULL;12+;24
HIDIVE;Golden Time;TV;2013;1;24;ANIME;Yui Horie;7.5;12+;24
HIDIVE;Blade Dance of Elementalers;TV;2014;1;12;ANIME;NULL;NULL;12+;23
HIDIVE;Encouragement of Climb: Next Summit;TV;2022;1;12;ANIME;Shiro;NULL;12+;24
HIDIVE;Brighter Than the Dawning Blue;TV;2006;1;12;ANIME;Hitomi Nabatame;6.9;3+;23
HIDIVE;Busou Shinki: Armored War Goddess;TV;2012;1;14;ANIME;NULL;NULL;12+;24
HIDIVE;Girls und Panzer das Finale: Part I;Movie;2017;NULL;NULL;ANIME;Tsutomu Mizushima;7.3;NULL;47
HIDIVE;Girls und Panzer das Finale: Part II;Movie;2019;NULL;NULL;ANIME;Tsutomu Mizushima;7.6;NULL;54
HIDIVE;The Demon Girl Next Door;TV;2019;2;12;ANIME;Izumi Ito;6.9;12+;24
HIDIVE;Beheneko: The Elf-Girl's Cat is Secretly an S-Ranked Monster!;TV;2024;1;12;ANIME;Nozomi Ginyoku;4.9;16+;23
HIDIVE;Beyond the Boundary: I'll Be Here – Future;Movie;2015;NULL;NULL;ANIME;Taichi Ishidate;7.3;NULL;90
HIDIVE;Otaku Elf;TV;2023;1;12;ANIME;Yuka Ozaki;NULL;12+;24
HIDIVE;Non Non Biyori: Vacation;Movie;2018;NULL;NULL;ANIME;NULL;NULL;NULL;71
HIDIVE;From Bureaucrat to Villainess: Dad's Been Reincarnated!;TV;2025;1;12;ANIME;Michiro Ueyama;6.8;NULL;24
HIDIVE;Utano Princesama Maji LOVE Kingdom;Movie;2019;NULL;NULL;ANIME;NULL;NULL;NULL;84
HIDIVE;Girls und Panzer das Finale: Part III;Movie;2021;NULL;NULL;ANIME;Tsutomu Mizushima;8.9;NULL;48
HIDIVE;Teasing Master Takagi-san: The Movie;Movie;2022;NULL;NULL;ANIME;Hiroaki Akagi;7.9;NULL;73
HIDIVE;Engaged to the Unidentified;TV;2014;1;12;ANIME;Cherry Arai;7.0;12+;23
HIDIVE;My Instant Death Ability is Overpowered;TV;2024;1;12;ANIME;Tsuyoshi Fujitaka;6.2;12+;24
HIDIVE;"Love; Chunibyo & Other Delusions! Rikka Version";Movie;2013;NULL;NULL;ANIME;NULL;NULL;NULL;97
HIDIVE;Ya Boy Kongming! Road to Summer Sonia;Movie;2024;NULL;NULL;ANIME;Shu Honma;NULL;NULL;119
HIDIVE;Ao-chan Can't Study!;TV;2019;1;12;ANIME;Ren Kawahara;6.4;12+;12
HIDIVE;Mirage Queen Prefers Circus;Movie;2022;NULL;NULL;ANIME;NULL;NULL;NULL;60
HIDIVE;Delinquent Hamsters;TV;2013;3;5;ANIME;NULL;NULL;NULL;5
HIDIVE;Kinmoza! Pretty Days;Movie;2016;NULL;NULL;ANIME;NULL;NULL;NULL;50
HIDIVE;Alice Gear Aegis Expansion;TV;2023;1;12;ANIME;Yui Ishikawa;NULL;12+;23
HIDIVE;Uta no Prince-sama Maji LOVE Starish Tours;Movie;2022;NULL;NULL;ANIME;NULL;NULL;NULL;65
HIDIVE;Student Council Staff Members Movie;Movie;2017;NULL;NULL;ANIME;NULL;NULL;NULL;60
HIDIVE;RE:cycle of the PENGUINDRUM Part 1: Your Train Is the Survival Tactic;Movie;2022;NULL;NULL;ANIME;NULL;NULL;NULL;124
HIDIVE;Cinderella Nine;TV;2019;2;13;ANIME;Nozomi Nishida;5.4;NULL;24
HIDIVE;Future Folktales;TV;2020;2;13;ANIME;Masami Shimoda;7.7;NULL;24
HIDIVE;Chimimo;TV;2022;1;12;ANIME;Shin'ya Takahashi;NULL;NULL;23
HIDIVE;Re:Cycle of Penguindrum: Part 2 - I Love You;Movie;2022;NULL;NULL;ANIME;NULL;NULL;NULL;143
HIDIVE;Dai Shogun - Great Revolution;TV;2014;1;12;ANIME;Yôko Hikasa;5.3;16+;23
HIDIVE;Twittering Birds Never Fly: The Clouds Gather;Movie;2020;NULL;NULL;ANIME;NULL;NULL;NULL;85
HIDIVE;The Feast of Amrita;Movie;2023;NULL;NULL;ANIME;Saku Sakamoto;NULL;NULL;48
HIDIVE;Fate/kaleid liner Prisma☆Illya: Licht Nameless Girl;Movie;2021;NULL;NULL;ANIME;NULL;NULL;NULL;94
HIDIVE;Fate/kaleid liner Prisma☆Illya: Vow in the Snow;Movie;2017;NULL;NULL;ANIME;NULL;NULL;NULL;89
HIDIVE;Happy-Go-Lucky Days;Movie;2020;NULL;NULL;ANIME;NULL;NULL;NULL;54
HIDIVE;BanG Dream!;TV;2017;3;13;ANIME;Aimi Terakawa;6.8;12+;24
HIDIVE;Aragne: Sign of Vermillion;Movie;2018;NULL;NULL;ANIME;Saku Sakamoto;5.0;NULL;75
HIDIVE;Fragtime;Movie;2019;NULL;NULL;ANIME;Takayuki Gotan;6.0;NULL;61
HIDIVE;Princess Principal Crown Handler: Chapter 1;Movie;2021;NULL;NULL;ANIME;Masaki Tachibana;6.8;NULL;54
HIDIVE;Revue Starlight: The Movie;Movie;2021;NULL;NULL;ANIME;Tomohiro Furukawa;7.8;NULL;120
HIDIVE;Beyond the Boundary: I'll Be Here – Past;Movie;2015;NULL;NULL;ANIME;NULL;NULL;NULL;82
HIDIVE;The Vexations of a Shut-In Vampire Princess;TV;2023;1;12;ANIME;Kotei Kobayashi;7.0;12+;24
HIDIVE;Ane Log;TV;2014;1;3;ANIME;Ami Koshimizu;4.2;12+;23
HIDIVE;Majestic Prince: Genetic Awakening;Movie;2016;NULL;NULL;ANIME;Daisuke Eguchi;7.2;NULL;77
HIDIVE;Helck;TV;2023;1;24;ANIME;Daisuke Renba;6.8;12+;22
HIDIVE;And Yet the Town Moves;TV;2010;1;12;ANIME;Chiaki Omigawa;7.3;16+;24
HIDIVE;Loups=Garous;Movie;2010;NULL;NULL;ANIME;Jun'ichi Fujisaku;5.2;NULL;99
HIDIVE;Fate/kaleid liner Prisma☆Illya: Prisma☆Phantasm;Movie;2019;NULL;NULL;ANIME;NULL;NULL;NULL;62
HIDIVE;Kinmoza the Movie: Thank You!!;Movie;2021;NULL;NULL;ANIME;NULL;NULL;NULL;82
HIDIVE;The Kunoichi: Ninja Girl;Movie;2011;NULL;NULL;ANIME;Seiji Chiba;4.5;NULL;65
HIDIVE;BanG Dream! FILM LIVE;Movie;2019;NULL;NULL;ANIME;Tomomi Umezu;7.1;NULL;72
HIDIVE;Gatchaman: The Movie;Movie;1978;NULL;NULL;ANIME;Hisayuki Toriumi;6.4;NULL;110
HIDIVE;Getter Robo Arc;TV;2021;1;13;ANIME;NULL;NULL;12+;24
HIDIVE;Kaiju Mono;Movie;2016;NULL;NULL;ANIME;Minoru Kawasaki;5.8;NULL;93
HIDIVE;Eternal Boys;TV;2022;1;27;ANIME;Misato Murai;6.9;12+;14
HIDIVE;Gunbuster: The Movie;Movie;2006;NULL;NULL;ANIME;Hideaki Anno;NULL;NULL;95
HIDIVE;Gargoyle of Yoshinaga House;TV;2006;1;13;ANIME;Norio Wakamoto;7.0;NULL;30
Disney+ PT;Rapunzel's Tangled Adventure;Série;2017;3;59;Kids Animation Comedy;Chris Sonnenburg;7.3;Livre;21
Disney+ PT;Wizards of Waverly Place;Série;2007;4;109;Comedy Sci-Fi & Fantasy Kids;Todd J. Greenwald;8.475;Livre;23
Disney+ PT;The Fosters;Série;2013;5;104;Drama;Bradley Bredeweg;7.55;14+;42
Disney+ PT;Fresh Off the Boat;Série;2015;6;116;Comedy;Nahnatchka Khan;7.2;10+;
Disney+ PT;Gilmore Girls;Série;2000;7;153;Comedy Drama;Amy Sherman-Palladino;7.9;14+;44
Disney+ PT;New Girl;Série;2011;7;146;Comedy;Elizabeth Meriwether;7.352;14+;22
Disney+ PT;Marvel's Agents of S.H.I.E.L.D.;Série;2013;7;136;Drama Sci-Fi & Fantasy Action & Adventure;Jed Whedon;7.474;14+;43
Disney+ PT;Prison Break;Série;2005;5;88;Action & Adventure Crime Drama;Paul T. Scheuring;8.08;14+;45
Disney+ PT;Miles from Tomorrowland;Série;2015;3;144;Family Animation Action & Adventure Sci-Fi & Fantasy;Sascha Paladino;7.391;TV-Y;11
Disney+ PT;Ghost Whisperer;Série;2005;5;107;Sci-Fi & Fantasy Mystery Drama;John Gray;8.076;10+;
Disney+ PT;The Simpsons;Série;1989;36;786;Family Animation Comedy;Matt Groening;8.016;10+;22
Disney+ PT;Raven's Home;Série;2017;6;122;Family Comedy Drama;Jed Elinoff;7.8;Livre;25
Disney+ PT;Good Luck Charlie;Série;2010;4;99;Comedy Family Kids;Drew Vaupen;7.934;Livre;23
Disney+ PT;Criminal Minds;Série;2005;18;354;Crime Drama Mystery;Jeff Davis;8.307;16+;42
Disney+ PT;The Lion Guard;Série;2016;3;75;Kids Animation;Ford Riley;7.6;Livre;23
Disney+ PT;The Suite Life of Zack & Cody;Série;2005;3;87;Comedy Family Kids;Jim Geoghan;7.633;Livre;23
Disney+ PT;Stuck in the Middle;Série;2016;3;57;Comedy Family;Alison Brown;7.7;Livre;23
Disney+ PT;Fish Hooks;Série;2010;3;109;Animation Comedy Kids;Noah Z. Jones;6.5;Livre;15
Disney+ PT;Peppa Pig;Série;2004;8;416;Animation Kids;Neville Astley;6.6;TV-Y;
Disney+ PT;Last Man Standing;Série;2011;9;194;Comedy;Jack Burditt;7.3;10+;21
Disney+ PT;Homeland;Série;2011;8;96;Drama War & Politics Crime;Howard Gordon;7.567;16+;55
Disney+ PT;Car S.O.S.;Série;2013;13;131;Reality;;7.2;10+;45
Disney+ PT;Big City Greens;Série;2018;5;191;Family Animation Comedy;Shane Houghton;7.3;TV-Y7;11
Disney+ PT;The Muppet Show;Série;1976;5;120;Kids Comedy Family;Jim Henson;8.0;Livre;26
Disney+ PT;The Rookie;Série;2018;8;127;Crime Drama Comedy;Alexi Hawley;8.523;14+;
Disney+ PT;black-ish;Série;2014;8;175;Comedy;Kenya Barris;7.2;14+;23
Disney+ PT;Marvel's Spider-Man;Série;2017;3;57;Animation Sci-Fi & Fantasy Comedy Family;;7.5;Livre;21
Disney+ PT;Mayday;Série;2003;25;230;Documentary Drama Crime;Bernard Vaillot;8.2;14+;46
Disney+ PT;Bones;Série;2005;12;246;Crime Drama;Hart Hanson;8.218;14+;
Disney+ PT;Timon and Pumbaa;Série;1995;8;169;Animation Comedy Kids Family;;7.243;TV-Y;22
Disney+ PT;Gravity Falls;Série;2012;2;40;Animation Comedy Mystery Sci-Fi & Fantasy Kids Action & Adventure Family;Alex Hirsch;8.6;TV-Y7;22
Disney+ PT;The Last Man on Earth;Série;2015;4;67;Drama Comedy;Will Forte;6.9;14+;22
Disney+ PT;Phineas and Ferb;Série;2007;5;242;Animation Comedy Family Sci-Fi & Fantasy;Dan Povenmire;7.9;Livre;12
Disney+ PT;PJ Masks;Série;2015;5;260;Animation Family Kids Sci-Fi & Fantasy Comedy;Romuald Racioppo;4.8;TV-Y;12
Disney+ PT;Young Sheldon;Série;2017;7;141;Comedy Family Drama;Chuck Lorre;8.043;10+;
Disney+ PT;Elena of Avalor;Série;2016;3;81;Animation Kids;Craig Gerber;0.0;Livre;
Disney+ PT;It's Always Sunny in Philadelphia;Série;2005;17;172;Comedy;Rob McElhenney;8.288;16+;
Disney+ PT;King of the Hill;Série;1997;14;265;Animation Comedy Family;Greg Daniels;7.332;10+;22
Disney+ PT;Grey's Anatomy;Série;2005;21;447;Drama;Shonda Rhimes;8.226;14+;
Disney+ PT;Brothers and Sisters;Série;2006;5;109;Drama;Jon Robin Baitz;7.1;14+;41
Disney+ PT;Lizzie McGuire;Série;2001;2;65;Comedy Kids Family;Terri Minsky;7.2;Livre;22
Disney+ PT;Private Practice;Série;2007;6;111;Drama;Shonda Rhimes;7.5;14+;42
Disney+ PT;Buffy the Vampire Slayer;Série;1997;7;144;Sci-Fi & Fantasy Comedy Drama Action & Adventure;Joss Whedon;8.1;14+;
Disney+ PT;Bluey;Série;2018;3;153;Animation Kids Comedy;Joe Brumm;8.602;TV-Y;7
Disney+ PT;Ugly Betty;Série;2006;4;85;Comedy Drama;Fernando Gaitán;6.3;10+;43
Disney+ PT;Glee;Série;2009;6;121;Comedy Drama;Ryan Murphy;6.8;14+;43
Disney+ PT;Lost;Série;2004;6;118;Mystery Action & Adventure Drama;J.J. Abrams;7.944;14+;
Disney+ PT;Marvel's Daredevil;Série;2015;3;39;Crime Drama Action & Adventure;Drew Goddard;8.2;16+;
Disney+ PT;grown-ish;Série;2018;6;105;Comedy;Kenya Barris;8.0;14+;
Disney+ PT;Mickey Mouse Clubhouse;Série;2006;4;123;Kids Family Animation Comedy;;6.8;TV-Y;
Disney+ PT;American Dad!;Série;2005;21;388;Animation Comedy;Mike Barker;6.977;14+;22
Disney+ PT;Andor;Série;2022;2;24;Sci-Fi & Fantasy Action & Adventure Drama;Tony Gilroy;8.258;14+;
Disney+ PT;Snowfall;Série;2017;6;60;Drama Crime;Eric Amadio;8.4;16+;
Disney+ PT;Soy Luna;Série;2016;3;220;Soap Kids Family Comedy;Jorge Edelstein;7.956;Livre;45
Disney+ PT;Miraculous: Tales of Ladybug & Cat Noir;Série;2015;6;155;Action & Adventure Animation Kids;Thomas Astruc;8.044;TV-Y7;
Disney+ PT;Star Wars: The Clone Wars;Série;2008;7;133;Action & Adventure Sci-Fi & Fantasy Animation;George Lucas;8.462;10+;25
Disney+ PT;Mickey Mouse;Série;2013;5;94;Animation Kids Comedy Drama;Paul Rudish;7.6;Livre;3
Disney+ PT;Once Upon a Time;Série;2011;7;156;Drama Sci-Fi & Fantasy;Edward Kitsis;7.374;10+;43
Disney+ PT;Castle;Série;2009;8;173;Drama Crime;Andrew W. Marlowe;8.0;14+;45
Disney+ PT;Jessie;Série;2011;4;98;Comedy Kids Drama Family;Pamela Eells;8.0;Livre;23
Disney+ PT;The Golden Girls;Série;1985;7;180;Comedy;Susan Harris;7.533;10+;24
Disney+ PT;Modern Family;Série;2009;11;250;Comedy;Christopher Lloyd;7.875;10+;25
Disney+ PT;Marvel's Avengers;Série;2013;5;126;Action & Adventure Animation Sci-Fi & Fantasy;Joe Casey;7.579;TV-Y7;22
Disney+ PT;Travel Man: 48 Hours in...;Série;2015;13;56;Comedy Documentary;;6.559;Livre;23
Disney+ PT;Kickin' It;Série;2011;4;85;Family Action & Adventure Comedy;Jim O'Doherty;8.3;TV-Y7;23
Disney+ PT;My Name Is Earl;Série;2005;4;92;Comedy;Greg Garcia;7.673;14+;
Disney+ PT;Sons of Anarchy;Série;2008;7;92;Crime Drama;Kurt Sutter;8.427;16+;45
Disney+ PT;The Resident;Série;2018;6;107;Drama;Roshan Sethi;8.4;14+;42
Disney+ PT;Lilo & Stitch: The Series;Série;2003;2;67;Animation Family Comedy Action & Adventure Sci-Fi & Fantasy Kids;Chris Sanders;7.404;Livre;26
Disney+ PT;mixed-ish;Série;2019;2;36;Comedy;Peter Saji;7.5;10+;22
Disney+ PT;24;Série;2001;9;204;Action & Adventure Drama Crime;Robert Cochran;7.787;14+;45
Disney+ PT;9-1-1: Lone Star;Série;2020;5;72;Drama Action & Adventure Crime;Ryan Murphy;8.0;14+;
Disney+ PT;Desperate Housewives;Série;2004;8;179;Mystery Drama Comedy;Marc Cherry;7.917;14+;
Disney+ PT;Bob's Burgers;Série;2011;15;291;Animation Comedy;Jim Dauterive;7.824;14+;23
Disney+ PT;Star vs. the Forces of Evil;Série;2015;4;140;Action & Adventure Animation Comedy Sci-Fi & Fantasy Family;Daron Nefcy;8.358;TV-Y7;11
Disney+ PT;Malcolm in the Middle;Série;2000;7;151;Comedy;Linwood Boomer;8.475;10+;22
Disney+ PT;Liv and Maddie;Série;2013;4;80;Comedy Family Drama;John D. Beck;8.071;Livre;24
Disney+ PT;The Ghost and Molly McGee;Série;2021;2;78;Animation Sci-Fi & Fantasy Kids;Bill Motz;8.2;TV-Y7;11
Disney+ PT;Jake and the Never Land Pirates;Série;2011;4;214;Family Animation Action & Adventure;;6.5;TV-Y;22
Disney+ PT;Scandal;Série;2012;7;124;Drama;Shonda Rhimes;7.151;14+;43
Disney+ PT;How to Get Away with Murder;Série;2014;6;90;Crime Drama Mystery;Peter Nowalk;7.8;14+;43
Disney+ PT;That's So Raven;Série;2003;4;100;Comedy Sci-Fi & Fantasy;Michael Poryes;7.2;Livre;23
Disney+ PT;The X-Files;Série;1993;11;218;Mystery Sci-Fi & Fantasy Crime;Chris Carter;8.378;14+;
Disney+ PT;BUNK'D: Learning the Ropes;Série;2015;7;161;Comedy;Pamela Eells;7.1;Livre;22
Disney+ PT;This Is Us;Série;2016;6;105;Drama;Dan Fogelman;8.236;14+;43
Disney+ PT;The Cleveland Show;Série;2009;4;88;Animation Comedy;Mike Henry;5.885;14+;22
Disney+ PT;Hannah Montana;Série;2006;4;99;Comedy Kids Family;Barry O'Brien;7.1;Livre;23
Disney+ PT;Spidey and His Amazing Friends;Série;2021;4;169;Kids Animation Comedy;;7.3;TV-Y7;12
Disney+ PT;9-1-1;Série;2018;9;124;Drama Crime Action & Adventure;Brad Falchuk;8.221;14+;43
Disney+ PT;My Friends Tigger & Pooh;Série;2007;2;130;Kids Animation Drama Mystery Action & Adventure;;6.8;TV-Y;22
Disney+ PT;Sofia the First;Série;2013;4;113;Family Animation Kids;Craig Gerber;7.2;TV-Y;23
Disney+ PT;How I Met Your Mother;Série;2005;9;208;Comedy;Craig Thomas;8.144;14+;22
Disney+ PT;The Suite Life on Deck;Série;2008;3;73;Comedy Family Kids;Danny Kallis;7.8;Livre;23
Disney+ PT;Marvel's Guardians of the Galaxy;Série;2015;3;77;Action & Adventure Animation;;7.1;TV-Y7;22
Disney+ PT;The Walking Dead;Série;2010;11;177;Action & Adventure Drama Sci-Fi & Fantasy;Frank Darabont;8.1;16+;
Disney+ PT;What We Do in the Shadows;Série;2019;6;61;Comedy Sci-Fi & Fantasy;Jemaine Clement;7.988;16+;
Disney+ PT;According to Jim;Série;2001;8;182;Comedy;Jonathan Stark;6.5;10+;30
Disney+ PT;The Avengers: Earth's Mightiest Heroes;Série;2010;2;52;Action & Adventure Animation Sci-Fi & Fantasy Family;Joshua Fine;8.187;TV-Y7;22
Disney+ PT;Family Guy;Série;1999;23;441;Animation Comedy;Seth MacFarlane;7.383;14+;22
Disney+ PT;Nine Puzzles;Série;2025;1;11;Crime Mystery Drama;Yoon Jong-bin;7.5;16+;
Disney+ BR;Modern Family;Série;2009;11;250;Comedy;Christopher Lloyd;7.875;10+;25
Disney+ BR;Gravity Falls;Série;2012;2;40;Animation Comedy Mystery Sci-Fi & Fantasy Kids Action & Adventure Family;Alex Hirsch;8.6;TV-Y7;22
Disney+ BR;9-1-1;Série;2018;9;124;Drama Crime Action & Adventure;Brad Falchuk;8.221;14+;43
Disney+ BR;My Name Is Earl;Série;2005;4;92;Comedy;Greg Garcia;7.673;14+;
Disney+ BR;Bleach;Série;2004;2;406;Action & Adventure Animation Sci-Fi & Fantasy;;8.372;14+;24
Disney+ BR;Andor;Série;2022;2;24;Sci-Fi & Fantasy Action & Adventure Drama;Tony Gilroy;8.258;14+;
Disney+ BR;Marvel's Agents of S.H.I.E.L.D.;Série;2013;7;136;Drama Sci-Fi & Fantasy Action & Adventure;Jed Whedon;7.474;14+;43
Disney+ BR;Once;Série;2017;4;220;Comedy Family;Jorge Edelstein;8.6;Livre;
